Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
back-bow socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon5.png,Peacock blue,No,600,150,23,Green,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; vacation,5,No,For sale,1.0.0,Yes,SocksTexRibbon5,519,9057,ju47pefTtHj739pAr
back-bow socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon4.png,Blue,No,600,150,23,Aqua,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; vacation,6,No,For sale,1.0.0,Yes,SocksTexRibbon4,519,9056,ZuzCi6zDF9G9Swfci
bobby socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded0.png,White,No,480,120,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,All Year,Free,Elegant,Simple,formal; work,1,No,For sale,1.0.0,Yes,SocksTexFolded0,604,5171,aL52HPePkC84gPQup
bobby socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded1.png,Gray,No,480,120,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,formal; work,2,No,For sale,1.0.0,Yes,SocksTexFolded1,604,10017,a9aLEHyXSdpHqYLm8
bobby socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded2.png,Black,No,480,120,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,formal; work,3,No,For sale,1.0.0,Yes,SocksTexFolded2,604,10018,iby3kB32wD5rkxYod
bobby socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded3.png,Brown,No,480,120,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,formal; work,4,No,For sale,1.0.0,Yes,SocksTexFolded3,604,10019,ZH9uTJSirjyNrH3Qw
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock5.png,White,No,840,210,23,White,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,1,No,For sale,1.0.0,Yes,SocksTexMultiblock5,612,9899,bxt6nkbfnX6KEKifX
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock7.png,Pink,No,840,210,23,Pink,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,2,No,For sale,1.0.0,Yes,SocksTexMultiblock7,612,9901,3Y9LcSKLMJbT5YJfH
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock6.png,Lime,No,840,210,23,Green,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,3,No,For sale,1.0.0,Yes,SocksTexMultiblock6,612,9900,jDEgNFRCGWgFw5hNq
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock1.png,Green,No,840,210,23,Green,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,4,No,For sale,1.0.0,Yes,SocksTexMultiblock1,612,9895,gSZ3co7FeNLM2DqmZ
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock3.png,Blue,No,840,210,23,Blue,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,5,No,For sale,1.0.0,Yes,SocksTexMultiblock3,612,9897,EKGnqpYcYK5KDre8R
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock0.png,Purple,No,840,210,23,Purple,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,6,No,For sale,1.0.0,Yes,SocksTexMultiblock0,612,5180,5nRBXNdkdjyAjs5RQ
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock2.png,Brown,No,840,210,23,Brown,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,7,No,For sale,1.0.0,Yes,SocksTexMultiblock2,612,9896,tTwmQJF35W2CdDRNL
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock4.png,Beige,No,840,210,23,Beige,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,8,No,For sale,1.0.0,Yes,SocksTexMultiblock4,612,9898,tkbYFgGoKnqAJZ49K
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression4.png,Red,No,600,150,23,Black,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,1,No,For sale,1.0.0,Yes,SocksTexCompression4,603,9793,qrFTn5ab3j4nHqzwd
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression2.png,Pink,No,600,150,23,Black,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,2,No,For sale,1.0.0,Yes,SocksTexCompression2,603,9791,SsdRjyHarAqc72Kmv
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression1.png,Yellow,No,600,150,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,3,No,For sale,1.0.0,Yes,SocksTexCompression1,603,9790,otHYAzdH3cf86yKEo
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression3.png,Mint,No,600,150,23,Black,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,4,No,For sale,1.0.0,Yes,SocksTexCompression3,603,9792,j6AcTLGBGdk9xgThP
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression0.png,Blue,No,600,150,23,Black,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,5,No,For sale,1.0.0,Yes,SocksTexCompression0,603,5170,Fc8uttzc2hwQM7RKw
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry3.png,Black ribbons,No,720,180,51,White,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,1,No,For sale,1.0.0,Yes,SocksTexCountry3,926,8944,ptJF3tBrJxAYRLT5T
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry0.png,Red ribbons,No,720,180,51,White,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,2,No,For sale,1.0.0,Yes,SocksTexCountry0,926,6044,wgBZqqpZomaTLZhcz
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry1.png,Green ribbons,No,720,180,51,White,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,3,No,For sale,1.0.0,Yes,SocksTexCountry1,926,8942,RWpifRdqLmYQL5dGf
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry2.png,Blue ribbons,No,720,180,51,White,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,4,No,For sale,1.0.0,Yes,SocksTexCountry2,926,8943,mDTdqvPWaESchMEGe
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting1.png,Gray,No,600,150,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,1,No,For sale,1.0.0,Yes,SocksTexCrocheting1,626,8939,mopfLb9yhXEj9qXS2
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting2.png,Purple,No,600,150,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,2,No,For sale,1.0.0,Yes,SocksTexCrocheting2,626,8940,PT7ZGkfTfkvtkBmJx
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting3.png,Blue,No,600,150,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,3,No,For sale,1.0.0,Yes,SocksTexCrocheting3,626,8941,k8aPtaZcFrRZwZvD6
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting0.png,Beige,No,600,150,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,4,No,For sale,1.0.0,Yes,SocksTexCrocheting0,626,5202,phkn7YMAHEZZFyC3L
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings1.png,Indigo blue,No,540,135,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; outdoorsy; sporty,1,No,For sale,1.0.0,Yes,SocksTexDenimleggings1,539,9782,zX9ge6E48pkgAtvJG
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings3.png,Light blue,No,540,135,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; outdoorsy; sporty,2,No,For sale,1.0.0,Yes,SocksTexDenimleggings3,539,9784,kJjSEP42iYeHw2XTP
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings2.png,Saxon blue,No,540,135,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; outdoorsy; sporty,3,No,For sale,1.0.0,Yes,SocksTexDenimleggings2,539,9783,z4ygu9Huw9NGZBeYZ
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings0.png,Blue,No,540,135,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; outdoorsy; sporty,4,No,For sale,1.0.0,Yes,SocksTexDenimleggings0,539,4745,3FSnfcpAYm5Fjbctc
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee3.png,Gray,No,720,180,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Cute,Simple,everyday,1,No,For sale,1.0.0,Yes,SocksTexDotknee3,1188,12181,wJw3R2v2MKdSepbvE
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee0.png,Black,No,720,180,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Cute,Simple,everyday,2,No,For sale,1.0.0,Yes,SocksTexDotknee0,1188,12174,NvX65fPWJDEAJdBh8
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee1.png,Yellow,No,720,180,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday,3,No,For sale,1.0.0,Yes,SocksTexDotknee1,1188,12179,2yn8c76aCod8W6H9t
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee2.png,Cyan,No,720,180,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday,4,No,For sale,1.0.0,Yes,SocksTexDotknee2,1188,12180,Kvp83zH2Qcp6XeJro
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery1.png,Black,No,1000,250,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,1,No,For sale,1.0.0,Yes,SocksTexEmbroidery1,628,9907,SiWtz8aTYoK75JfRz
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery2.png,Green,No,1000,250,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,2,No,For sale,1.0.0,Yes,SocksTexEmbroidery2,628,9908,jPQA8CohQNBhSwsiq
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery4.png,Blue,No,1000,250,51,Blue,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,3,No,For sale,1.0.0,Yes,SocksTexEmbroidery4,628,9910,fmZu6dNagF4XW6rvd
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery5.png,Purple,No,1000,250,51,Purple,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,4,No,For sale,1.0.0,Yes,SocksTexEmbroidery5,628,9911,iivtbk5pG2i2asvBC
